alert_key,alert_id,transaction_key,customer_key,account_key,aml_rule_key,alert_date_key,severity,risk_points,investigation_status,reason_category,synthetic_data_flag
41879163169744995,AML-C2A804E30BB88513,147221676329966535,594906817873445698,399259727322062660,316861408653127041,20250109,medium,18,open,High-risk geography,True
257510369550932343,AML-8AFA3B60F42ECEAF,147221676329966535,594906817873445698,399259727322062660,69515675679568663,20250109,medium,18,open,Device or session risk,True
837820653492317443,AML-63D5BBB2C7C24A1E,147221676329966535,594906817873445698,399259727322062660,289051792576040010,20250109,low,10,open,Unusual merchant or channel pattern,True
579591110369588893,AML-E938243106536EC5,899916276447600158,594906817873445698,399259727322062660,69515675679568663,20250109,medium,18,open,Device or session risk,True
963879253920983666,AML-50C96EBA07890197,899916276447600158,594906817873445698,399259727322062660,289051792576040010,20250109,low,10,open,Unusual merchant or channel pattern,True
1003465426262286593,AML-0C2A3B7E7C88A48B,401211575216883724,667854202544287746,802863084749059983,69515675679568663,20250109,medium,18,open,Device or session risk,True
414607421399223675,AML-43707653F3B5769C,12238637581985157,1095817946956588938,388201544877015446,69515675679568663,20250109,medium,18,open,Device or session risk,True
339116003138577773,AML-4CEDF8D3CA0B1097,12238637581985157,1095817946956588938,388201544877015446,289051792576040010,20250109,low,10,open,Unusual merchant or channel pattern,True
452289728612490275,AML-39279A965AAF83CF,232942959643714273,710233541031274161,502571709308802329,316861408653127041,20250109,medium,18,open,High-risk geography,True
1099400699216440410,AML-A09F9845BDECC0C0,232942959643714273,710233541031274161,502571709308802329,69515675679568663,20250109,medium,18,open,Device or session risk,True
58748895011210231,AML-FF4AC07F9390ED55,232942959643714273,710233541031274161,502571709308802329,807211356388451501,20250109,high,32,open,"KYC, PEP, sanctions, or watchlist exposure",True
370100458635182432,AML-9827E339305A38C1,232942959643714273,710233541031274161,502571709308802329,289051792576040010,20250109,low,10,open,Unusual merchant or channel pattern,True
592296037962396217,AML-EDF0645463EF60D4,1146912245299673477,17508513762442371,564927655553618191,69515675679568663,20250110,medium,18,open,Device or session risk,True
894096934011689244,AML-269DD3232760425E,1146912245299673477,17508513762442371,564927655553618191,807211356388451501,20250110,high,32,open,"KYC, PEP, sanctions, or watchlist exposure",True
223634397067924026,AML-E5173952A2BE8D86,1146912245299673477,17508513762442371,564927655553618191,289051792576040010,20250110,low,10,open,Unusual merchant or channel pattern,True
748003273451177048,AML-910E239DDE7958C9,1014767332620047033,440725821471311782,805577052169926856,69515675679568663,20250111,medium,18,open,Device or session risk,True
752770105510892882,AML-93A445E3D755F991,1014767332620047033,440725821471311782,805577052169926856,289051792576040010,20250111,low,10,open,Unusual merchant or channel pattern,True
291344433296038012,AML-B18A80EEB380E306,281558745047258428,906901778771043120,121760919791167475,316861408653127041,20250111,medium,18,open,High-risk geography,True
697266533526646837,AML-01FA55A5CB6DA5AB,281558745047258428,906901778771043120,121760919791167475,69515675679568663,20250111,medium,18,open,Device or session risk,True
798369865528771359,AML-CD0065487FA8EDCD,281558745047258428,906901778771043120,121760919791167475,289051792576040010,20250111,low,10,open,Unusual merchant or channel pattern,True
783277643118318553,AML-1706BABF14E8C8F9,1058816105298922157,995546377267911770,14655924623425254,316861408653127041,20250111,medium,18,open,High-risk geography,True
832203697523419929,AML-E3685269E3719539,1058816105298922157,995546377267911770,14655924623425254,69515675679568663,20250111,medium,18,open,Device or session risk,True
607290302501831949,AML-41806B87712F2C34,1058816105298922157,995546377267911770,14655924623425254,289051792576040010,20250111,low,10,open,Unusual merchant or channel pattern,True
1122855744470248664,AML-44846BB29765151E,105718582210171723,186499808372984441,594731420111221369,69515675679568663,20250112,medium,18,open,Device or session risk,True
843360229330010114,AML-F7F3745B82941C80,105718582210171723,186499808372984441,594731420111221369,289051792576040010,20250112,low,10,open,Unusual merchant or channel pattern,True
965286023094959636,AML-5E12E5335978FBA6,755302833172237576,2998887372558569,664561399193858278,69515675679568663,20250112,medium,18,open,Device or session risk,True
370385776679874358,AML-97F0D43BC058B9C0,755302833172237576,2998887372558569,664561399193858278,289051792576040010,20250112,low,10,open,Unusual merchant or channel pattern,True
137295544154696204,AML-9CBD677AC4B8E621,1118961953572196681,995546377267911770,577844331650941995,69515675679568663,20250112,medium,18,open,Device or session risk,True
902614117163165119,AML-9D8754C4B70F4FFE,132003196845919928,163870747016877544,294728521380376385,316861408653127041,20250113,medium,18,open,High-risk geography,True
93462842251743998,AML-1249240C8BB15520,132003196845919928,163870747016877544,294728521380376385,69515675679568663,20250113,medium,18,open,Device or session risk,True
404027918233407887,AML-232C9B671CBB3382,132003196845919928,163870747016877544,294728521380376385,289051792576040010,20250113,low,10,open,Unusual merchant or channel pattern,True
76591532947605444,AML-E36292479ED65EA2,866476752039578601,1054376342709458876,24021971752718965,69515675679568663,20250113,medium,18,open,Device or session risk,True
104406233711450982,AML-9969307E1F9C8954,934837898265462224,1053835074633009439,204027528353931223,316861408653127041,20250113,medium,18,open,High-risk geography,True
1126894410419049962,AML-EAD9E64AC5FAAC4C,934837898265462224,1053835074633009439,204027528353931223,69515675679568663,20250113,medium,18,open,Device or session risk,True
20195855423283144,AML-7FE473055C6829D0,934837898265462224,1053835074633009439,204027528353931223,807211356388451501,20250113,high,32,open,"KYC, PEP, sanctions, or watchlist exposure",True
477810501020637248,AML-039D5105B08ABA8E,934837898265462224,1053835074633009439,204027528353931223,289051792576040010,20250113,low,10,open,Unusual merchant or channel pattern,True
837356568963279070,AML-BD1D862B19D78464,361929208599543937,1070459304141638972,94675419470005165,316861408653127041,20250114,medium,18,open,High-risk geography,True
61155456671831463,AML-6DBD88FA4EC2B140,361929208599543937,1070459304141638972,94675419470005165,69515675679568663,20250114,medium,18,open,Device or session risk,True
88581581426751430,AML-3186B51FE0F3ECC5,361929208599543937,1070459304141638972,94675419470005165,807211356388451501,20250114,high,32,open,"KYC, PEP, sanctions, or watchlist exposure",True
139531226896338856,AML-706D72BD5379E8CD,361929208599543937,1070459304141638972,94675419470005165,289051792576040010,20250114,low,10,open,Unusual merchant or channel pattern,True
121818599897255556,AML-CB79428203311210,542563993464194361,263756791415439406,1076444576844183813,69515675679568663,20250114,medium,18,open,Device or session risk,True
486279556303202572,AML-5D3FA75820C9CC36,542563993464194361,263756791415439406,1076444576844183813,289051792576040010,20250114,low,10,open,Unusual merchant or channel pattern,True
956625365758805482,AML-BF53085F340AB656,601676077456107484,667854202544287746,175221994541080028,1013115407186803838,20250115,medium,20,open,Unusual cross-border activity,True
85960332968964404,AML-6D9FCD7A41E15C7C,601676077456107484,667854202544287746,175221994541080028,69515675679568663,20250115,medium,18,open,Device or session risk,True
183461622178214543,AML-ABA84B10EF2A38C0,601676077456107484,667854202544287746,175221994541080028,289051792576040010,20250115,low,10,open,Unusual merchant or channel pattern,True
885785724572198887,AML-992D1AFB7E48294E,157654702853510339,291382675383148796,327762106403040009,316861408653127041,20250115,medium,18,open,High-risk geography,True
1023653012620222697,AML-D8CF3E59E10D9747,157654702853510339,291382675383148796,327762106403040009,69515675679568663,20250115,medium,18,open,Device or session risk,True
380183180306236708,AML-91CA73628FAE282C,96670220328434115,1053835074633009439,140306784392954168,69515675679568663,20250115,medium,18,open,Device or session risk,True
765788084604729239,AML-442BFA94E3B8758B,96670220328434115,1053835074633009439,140306784392954168,807211356388451501,20250115,high,32,open,"KYC, PEP, sanctions, or watchlist exposure",True
544297507419597328,AML-CB6D067800202FA7,96670220328434115,1053835074633009439,140306784392954168,289051792576040010,20250115,low,10,open,Unusual merchant or channel pattern,True
273088620497173971,AML-1C3FF41619130813,424270202751444284,17508513762442371,564927655553618191,69515675679568663,20250116,medium,18,open,Device or session risk,True
399596473233926698,AML-08BC8DAE18341764,424270202751444284,17508513762442371,564927655553618191,807211356388451501,20250116,high,32,open,"KYC, PEP, sanctions, or watchlist exposure",True
1126267350648827148,AML-D6ECE98AC71B83DD,424270202751444284,17508513762442371,564927655553618191,289051792576040010,20250116,low,10,open,Unusual merchant or channel pattern,True
156940895502073779,AML-DFAADAE552FEBE36,1135188311339062846,1148133427243247577,56906685155519018,69515675679568663,20250116,medium,18,open,Device or session risk,True
331268513142503677,AML-361E4410F37770C8,1135188311339062846,1148133427243247577,56906685155519018,289051792576040010,20250116,low,10,open,Unusual merchant or channel pattern,True
967185743916386386,AML-CC2738D41D503BDE,198676062129269725,1033318739550670801,919260359890702111,1013115407186803838,20250116,medium,20,open,Unusual cross-border activity,True
950446204269050423,AML-FF2CDA5064F7EE96,198676062129269725,1033318739550670801,919260359890702111,69515675679568663,20250116,medium,18,open,Device or session risk,True
333018182036964421,AML-924226E4BFF3317A,548797332883863295,2998887372558569,635830200991750991,316861408653127041,20250117,medium,18,open,High-risk geography,True
891035418712033540,AML-84C116D388E97CDC,548797332883863295,2998887372558569,635830200991750991,69515675679568663,20250117,medium,18,open,Device or session risk,True
573878900313450998,AML-85999F36EA45ADCC,548797332883863295,2998887372558569,635830200991750991,289051792576040010,20250117,low,10,open,Unusual merchant or channel pattern,True
22717265151999795,AML-CE13C32A6D65C37F,756360878483240525,1095817946956588938,893300605340112669,69515675679568663,20250117,medium,18,open,Device or session risk,True
294295740719724857,AML-531F07C3FA727092,320328684821728931,320081434803039496,291176389937850411,69515675679568663,20250117,medium,18,open,Device or session risk,True
946668380627821921,AML-9941B9D5D19EA3BB,472504388264646965,767710371338206292,1088693605223291994,69515675679568663,20250117,medium,18,open,Device or session risk,True
10073322020140523,AML-0BF2AF4DC258FEA6,472504388264646965,767710371338206292,1088693605223291994,807211356388451501,20250117,high,32,open,"KYC, PEP, sanctions, or watchlist exposure",True
664986760410181806,AML-4F5AE120FB5662E7,360881456730714292,611540535713970351,108056156896782744,69515675679568663,20250118,medium,18,open,Device or session risk,True
201194162250892857,AML-3761BD0FF8A96F8F,180387312784040655,576276543027611612,448512625064170538,316861408653127041,20250118,medium,18,open,High-risk geography,True
873873909783323815,AML-56D8F79BAE1AE672,180387312784040655,576276543027611612,448512625064170538,1013115407186803838,20250118,medium,20,open,Unusual cross-border activity,True
909813110750058368,AML-1A9380AD8B4407CD,180387312784040655,576276543027611612,448512625064170538,289051792576040010,20250118,low,10,open,Unusual merchant or channel pattern,True
648762900867244972,AML-851B24B5B6B469B7,863166968902015419,186499808372984441,314853006901798701,316861408653127041,20250119,medium,18,open,High-risk geography,True
1087876190850595684,AML-89FD1BD2EF33FBA9,863166968902015419,186499808372984441,314853006901798701,69515675679568663,20250119,medium,18,open,Device or session risk,True
1099575546788569259,AML-06A9B546D36B0B6C,364230783869984584,2998887372558569,635830200991750991,69515675679568663,20250120,medium,18,open,Device or session risk,True
1139467284380353980,AML-172024DB80390920,103709246025985821,995546377267911770,577844331650941995,1013115407186803838,20250120,medium,20,open,Unusual cross-border activity,True
307395539605137398,AML-AB1ABD868ABA1367,103709246025985821,995546377267911770,577844331650941995,69515675679568663,20250120,medium,18,open,Device or session risk,True
131834749233640073,AML-80D072FB526E025F,1019542186759550965,792492243155335315,462022051628064999,316861408653127041,20250121,medium,18,open,High-risk geography,True
143561617684287999,AML-075E767E1EF973F2,1019542186759550965,792492243155335315,462022051628064999,69515675679568663,20250121,medium,18,open,Device or session risk,True
1122548777903971059,AML-77957D082AE3F107,1019542186759550965,792492243155335315,462022051628064999,289051792576040010,20250121,low,10,open,Unusual merchant or channel pattern,True
13172451505052817,AML-B1BD6358677938A9,243089713458688728,137345824585252467,876093260492180668,69515675679568663,20250121,medium,18,open,Device or session risk,True
725592754923885910,AML-CEE275DAA72F6E2E,243089713458688728,137345824585252467,876093260492180668,807211356388451501,20250121,high,32,open,"KYC, PEP, sanctions, or watchlist exposure",True
39971201971409222,AML-FCF5E6FEE59C7686,243089713458688728,137345824585252467,876093260492180668,289051792576040010,20250121,low,10,open,Unusual merchant or channel pattern,True
716015810458191424,AML-A4A6D4C92B5C32B2,827236881968142163,980708627717825274,892013199572215002,69515675679568663,20250122,medium,18,open,Device or session risk,True
60982361573076172,AML-86F398CE9B8EF94F,827236881968142163,980708627717825274,892013199572215002,289051792576040010,20250122,low,10,open,Unusual merchant or channel pattern,True
937150339653011490,AML-D40D0903F4CF458F,206708724013494714,180653586061245535,619354696592362267,69515675679568663,20250122,medium,18,open,Device or session risk,True
779038713145625663,AML-4826D3A95DA1A87F,206708724013494714,180653586061245535,619354696592362267,289051792576040010,20250122,low,10,open,Unusual merchant or channel pattern,True
239357345542410110,AML-C9C9A0565B4DEF12,896507835662244786,442163723921078728,1020425277499253146,69515675679568663,20250122,medium,18,open,Device or session risk,True
673828009516085362,AML-2DD9CB81AEA831A7,991334326810810215,440725821471311782,1072486410339210730,69515675679568663,20250122,medium,18,open,Device or session risk,True
575257711433891176,AML-F4DD71B387EE22EF,1090973010467726697,1033318739550670801,919260359890702111,1013115407186803838,20250124,medium,20,open,Unusual cross-border activity,True
526481824349778968,AML-E617CF8D1D1BB7B0,1090973010467726697,1033318739550670801,919260359890702111,69515675679568663,20250124,medium,18,open,Device or session risk,True
616263562356690504,AML-D1C477747866CE0E,1090973010467726697,1033318739550670801,919260359890702111,289051792576040010,20250124,low,10,open,Unusual merchant or channel pattern,True
1054767419669630042,AML-EAA48D5B8147E145,147409964115702490,576276543027611612,789839474327816745,316861408653127041,20250124,medium,18,open,High-risk geography,True
831033205185524820,AML-881DF7AD3BC65603,147409964115702490,576276543027611612,789839474327816745,1013115407186803838,20250124,medium,20,open,Unusual cross-border activity,True
610907251130877702,AML-EEB51B61EC11E709,147409964115702490,576276543027611612,789839474327816745,69515675679568663,20250124,medium,18,open,Device or session risk,True
1056812218802738628,AML-F6E8F43406810768,147409964115702490,576276543027611612,789839474327816745,289051792576040010,20250124,low,10,open,Unusual merchant or channel pattern,True
243723866438034567,AML-177C353E39C3B9DF,872873840462548982,137345824585252467,876093260492180668,316861408653127041,20250125,medium,18,open,High-risk geography,True
654387993716894695,AML-A3AE1456CF2D66EA,872873840462548982,137345824585252467,876093260492180668,1013115407186803838,20250125,medium,20,open,Unusual cross-border activity,True
609946877912964330,AML-E19A8DF06E16D30E,872873840462548982,137345824585252467,876093260492180668,69515675679568663,20250125,medium,18,open,Device or session risk,True
999108828961874398,AML-C071F3500A5A2CB2,872873840462548982,137345824585252467,876093260492180668,807211356388451501,20250125,high,32,open,"KYC, PEP, sanctions, or watchlist exposure",True
332234365907711067,AML-CB73E5F3D2D601E9,313498138765572308,246169167661273933,819848316468411696,1013115407186803838,20250125,medium,20,open,Unusual cross-border activity,True
600467850474179142,AML-400DC9153D208C8F,313498138765572308,246169167661273933,819848316468411696,69515675679568663,20250125,medium,18,open,Device or session risk,True
421870158316440685,AML-07A02E4C6012D547,613377147721326685,576276543027611612,448512625064170538,1013115407186803838,20250125,medium,20,open,Unusual cross-border activity,True
904390663072187124,AML-5CDCD7D53B865881,613377147721326685,576276543027611612,448512625064170538,289051792576040010,20250125,low,10,open,Unusual merchant or channel pattern,True
1144729483726485450,AML-91A9AA8CB37C3C2E,485188066256839349,576276543027611612,157448369293970918,1013115407186803838,20250126,medium,20,open,Unusual cross-border activity,True
956141851819126704,AML-86521825B98CE234,485188066256839349,576276543027611612,157448369293970918,289051792576040010,20250126,low,10,open,Unusual merchant or channel pattern,True
531628150573535366,AML-ECACC265CE4CABD2,887679782115551247,695484210856808634,185941360290870519,69515675679568663,20250126,medium,18,open,Device or session risk,True
408148332228834552,AML-9355DF5F77E5851F,256976397864537010,17508513762442371,564927655553618191,316861408653127041,20250126,medium,18,open,High-risk geography,True
451441440955061303,AML-D7A0F399768C08F4,256976397864537010,17508513762442371,564927655553618191,1013115407186803838,20250126,medium,20,open,Unusual cross-border activity,True
1041226736972044229,AML-BFED8B09F726369A,256976397864537010,17508513762442371,564927655553618191,807211356388451501,20250126,high,32,open,"KYC, PEP, sanctions, or watchlist exposure",True
916959706530557816,AML-94069DB63B7E788D,256976397864537010,17508513762442371,564927655553618191,289051792576040010,20250126,low,10,open,Unusual merchant or channel pattern,True
209313816388341922,AML-A9A482A35EDD70F2,578776540105297916,792492243155335315,14373562833558410,1013115407186803838,20250126,medium,20,open,Unusual cross-border activity,True
188933697738683389,AML-7B9F59F25E42A978,578776540105297916,792492243155335315,14373562833558410,69515675679568663,20250126,medium,18,open,Device or session risk,True
565308737988643062,AML-9B7FCB355048F1F9,919452616388287712,577222200404687494,556754018207959739,69515675679568663,20250127,medium,18,open,Device or session risk,True
240052523342858341,AML-D25CD335C13BFFA6,919452616388287712,577222200404687494,556754018207959739,289051792576040010,20250127,low,10,open,Unusual merchant or channel pattern,True
270687879675656928,AML-C45B0F0A7672CE54,191911997975038902,646455403059666207,1098372136870786438,69515675679568663,20250127,medium,18,open,Device or session risk,True
704616816928223104,AML-3023B55F46911873,622067580579982846,980708627717825274,459063884452939337,69515675679568663,20250128,medium,18,open,Device or session risk,True
614024033188741885,AML-8E3462A79231F9EA,622067580579982846,980708627717825274,459063884452939337,289051792576040010,20250128,low,10,open,Unusual merchant or channel pattern,True
802364923008839436,AML-E5AC187564B90172,711140650253096097,249615748465308303,89873093933681704,69515675679568663,20250128,medium,18,open,Device or session risk,True
492625744325536084,AML-936F947C2CBCDBB0,711140650253096097,249615748465308303,89873093933681704,289051792576040010,20250128,low,10,open,Unusual merchant or channel pattern,True
587181754630560852,AML-35D9AC649DDA7347,93766716372972955,17508513762442371,927022593380583622,807211356388451501,20250128,high,32,open,"KYC, PEP, sanctions, or watchlist exposure",True
629516134761930492,AML-E341A178BF3D56E0,93766716372972955,17508513762442371,927022593380583622,289051792576040010,20250128,low,10,open,Unusual merchant or channel pattern,True
169808736080862531,AML-D1305F1399ED9BEA,592024736929220086,246700825511871154,1046072633753250531,316861408653127041,20250128,medium,18,open,High-risk geography,True
973906086295470530,AML-4DB613718869AFE1,592024736929220086,246700825511871154,1046072633753250531,69515675679568663,20250128,medium,18,open,Device or session risk,True
683734720448377626,AML-C53490F4A70046CB,82756751020865189,1148133427243247577,56906685155519018,1003914630646670938,20250128,high,35,open,Structuring or smurfing,True
877563258057629749,AML-E0F8D53F455C73DD,82756751020865189,1148133427243247577,56906685155519018,1013115407186803838,20250128,medium,20,open,Unusual cross-border activity,True
585979932579751049,AML-9D7CFE5692DDDCA0,82756751020865189,1148133427243247577,56906685155519018,69515675679568663,20250128,medium,18,open,Device or session risk,True
916183205855382595,AML-548E6337CE22A00D,82756751020865189,1148133427243247577,56906685155519018,289051792576040010,20250128,low,10,open,Unusual merchant or channel pattern,True
572972368787201728,AML-9ED04ABE59DF61B7,907751791281492685,667854202544287746,413362969442318391,1013115407186803838,20250128,medium,20,open,Unusual cross-border activity,True
1049897862935630483,AML-E25A180823655C44,907751791281492685,667854202544287746,413362969442318391,289051792576040010,20250128,low,10,open,Unusual merchant or channel pattern,True
456530570750121594,AML-3B2DD4115B77659E,106039946374908504,281401213724354662,282855767036083778,316861408653127041,20250128,medium,18,open,High-risk geography,True
792779207516194870,AML-D3F9A306D321D12E,106039946374908504,281401213724354662,282855767036083778,69515675679568663,20250128,medium,18,open,Device or session risk,True
64972582291514889,AML-E55C3AD3BA307F31,106039946374908504,281401213724354662,282855767036083778,289051792576040010,20250128,low,10,open,Unusual merchant or channel pattern,True
67952197185698510,AML-33D52EBD61B60E1C,23447331268632592,577222200404687494,268709885183039317,316861408653127041,20250128,medium,18,open,High-risk geography,True
484300190508586979,AML-0D53D4D9949BAF42,23447331268632592,577222200404687494,268709885183039317,69515675679568663,20250128,medium,18,open,Device or session risk,True
282204249498614412,AML-E4F5B817930FAFCD,23447331268632592,577222200404687494,268709885183039317,289051792576040010,20250128,low,10,open,Unusual merchant or channel pattern,True
578269295067820130,AML-94F7C9151863B862,450743185503050679,577222200404687494,728329029225822548,550203189520272734,20250129,high,30,open,Rapid movement of funds,True
834037270780800424,AML-F175311D3773A59E,450743185503050679,577222200404687494,728329029225822548,1013115407186803838,20250129,medium,20,open,Unusual cross-border activity,True
880711204105488449,AML-D98D8B7630E5396E,623476171684805825,768436434945698388,328266765632365194,69515675679568663,20250129,medium,18,open,Device or session risk,True
516891997431741832,AML-2E04E860A514F682,623476171684805825,768436434945698388,328266765632365194,807211356388451501,20250129,high,32,open,"KYC, PEP, sanctions, or watchlist exposure",True
1121585555138644641,AML-CC891C42413191A1,623476171684805825,768436434945698388,328266765632365194,289051792576040010,20250129,low,10,open,Unusual merchant or channel pattern,True
796001774953074589,AML-9E1DF9FC689A3875,361948148261801610,1095817946956588938,893300605340112669,1013115407186803838,20250129,medium,20,open,Unusual cross-border activity,True
654474590549536976,AML-4C71EEC74C14377B,361948148261801610,1095817946956588938,893300605340112669,69515675679568663,20250129,medium,18,open,Device or session risk,True
435494656433145570,AML-68E3BFCF0B0C7FBA,828844829359612115,594906817873445698,399259727322062660,1013115407186803838,20250129,medium,20,open,Unusual cross-border activity,True
603664928150636512,AML-0E787D23A0708598,828844829359612115,594906817873445698,399259727322062660,289051792576040010,20250129,low,10,open,Unusual merchant or channel pattern,True
1111864409317635465,AML-7AD7040DC811F893,463340601379999194,792492243155335315,253910557471322838,1013115407186803838,20250130,medium,20,open,Unusual cross-border activity,True
913825889764896398,AML-8EBDE9BE6477AC11,463340601379999194,792492243155335315,253910557471322838,69515675679568663,20250130,medium,18,open,Device or session risk,True
761140015431095902,AML-C050B8C69C9F725E,463340601379999194,792492243155335315,253910557471322838,289051792576040010,20250130,low,10,open,Unusual merchant or channel pattern,True
