transaction_key,transaction_id,customer_key,account_key,date_key,time_key,transaction_type,channel,merchant_category,merchant_country,transaction_amount,currency,cross_border_indicator,transaction_status,risky_session_indicator,new_device_indicator,velocity_score,synthetic_data_flag
135062581439731926,TXN-000000055,264419407905059310,129325058848218403,20251018,1,Cash Withdrawal,POS,Entertainment,FR,61.02,SGD,1,Approved,0,0,0.0,True
710772656910863591,TXN-000000056,264419407905059310,129325058848218403,20250516,6,Card Purchase,ATM,Crypto Exchange,CA,222.6,SGD,1,Approved,0,0,0.0,True
444379118523106238,TXN-000000057,264419407905059310,129325058848218403,20250731,15,Cash Withdrawal,POS,Cash Services,GB,13.04,SGD,1,Approved,0,0,0.0,True
787886146127463610,TXN-000000058,264419407905059310,129325058848218403,20250325,14,Card Purchase,ATM,Grocery,BR,162.29,SGD,1,Approved,1,0,0.0,True
992364308064749296,TXN-000000059,264419407905059310,129325058848218403,20250208,17,Cash Withdrawal,POS,Utilities,IE,2.41,SGD,1,Approved,0,1,0.7403169850363353,True
944315290283485975,TXN-000000060,264419407905059310,129325058848218403,20251004,8,Cash Withdrawal,Online Banking,Travel,TR,14.53,SGD,1,Approved,1,0,0.0,True
143451125372446432,TXN-000000061,263756791415439406,448078394640568799,20250416,5,Card Purchase,Branch,Travel,FR,40.97,EUR,1,Approved,0,0,0.0,True
472688169262993312,TXN-000000062,263756791415439406,448078394640568799,20251006,12,Direct Debit,ATM,Electronics,CA,25.66,EUR,1,Approved,0,0,0.0,True
402307353557324937,TXN-000000063,263756791415439406,448078394640568799,20250201,4,Card Purchase,Mobile App,Money Transfer,CA,25.09,EUR,1,Approved,0,1,0.0,True
1148683181414222342,TXN-000000064,263756791415439406,448078394640568799,20250925,13,Direct Debit,POS,Entertainment,BR,38.28,EUR,1,Approved,0,0,0.8260158536343696,True
1106798954485933574,TXN-000000065,263756791415439406,448078394640568799,20251213,19,Direct Debit,Online Banking,Electronics,US,28.11,EUR,1,Declined,1,0,0.0,True
167869758369901315,TXN-000000066,263756791415439406,448078394640568799,20250317,19,Card Purchase,Mobile App,Cash Services,FR,40.19,EUR,1,Approved,0,0,0.0,True
251366652670829006,TXN-000000067,263756791415439406,448078394640568799,20251028,16,Card Purchase,Branch,Electronics,ES,954.15,EUR,0,Approved,0,0,0.0,True
1100844007263559072,TXN-000000068,263756791415439406,448078394640568799,20251002,11,Cash Withdrawal,Branch,Utilities,IE,30.56,EUR,1,Approved,1,0,0.0,True
154336305090784585,TXN-000000069,263756791415439406,448078394640568799,20251215,22,Direct Debit,ATM,Entertainment,GB,10.57,EUR,1,Approved,0,0,0.0,True
306548737350361590,TXN-000000070,263756791415439406,448078394640568799,20250909,22,Bank Transfer,Online Banking,Crypto Exchange,ES,59.22,EUR,0,Declined,0,0,0.0,True
1061590150869473381,TXN-000000071,263756791415439406,448078394640568799,20251127,2,Bank Transfer,Branch,Utilities,BR,58.27,EUR,1,Approved,0,0,0.0,True
625824349335670634,TXN-000000072,263756791415439406,448078394640568799,20250917,12,Card Purchase,Online Banking,Entertainment,GB,27.97,EUR,1,Approved,0,0,0.0,True
497624381290550750,TXN-000000073,263756791415439406,448078394640568799,20251227,6,Direct Debit,POS,Cash Services,GB,12.3,EUR,1,Approved,0,0,0.0,True
1103263549878940589,TXN-000000074,263756791415439406,448078394640568799,20250401,15,Cash Withdrawal,ATM,Electronics,TR,7.51,EUR,1,Approved,1,1,0.0,True
446238317474015493,TXN-000000075,263756791415439406,448078394640568799,20250416,8,Card Purchase,Mobile App,Utilities,ZA,14.45,EUR,1,Approved,0,0,1.036524096354688,True
469838875476049555,TXN-000000076,263756791415439406,448078394640568799,20250606,22,Cash Withdrawal,Branch,Cash Services,AE,52.72,EUR,1,Approved,0,0,7.105427357601002e-17,True
1057123691237744983,TXN-000000077,263756791415439406,448078394640568799,20251116,12,Card Purchase,POS,Money Transfer,ES,13.56,EUR,0,Approved,0,0,0.902678504454293,True
488760784838212003,TXN-000000078,263756791415439406,1076444576844183813,20250522,20,Cash Withdrawal,ATM,Crypto Exchange,ES,49.92,EUR,0,Approved,0,0,7.105427357601002e-17,True
542563993464194361,TXN-000000079,263756791415439406,1076444576844183813,20250114,20,Cash Withdrawal,Branch,Cash Services,GB,44.95,EUR,1,Approved,0,1,0.0,True
185726307292406506,TXN-000000080,263756791415439406,1076444576844183813,20250424,21,Direct Debit,ATM,Crypto Exchange,AE,62.43,EUR,1,Approved,1,0,3.552713678800501e-17,True
695008316268911420,TXN-000000081,263756791415439406,1076444576844183813,20250404,21,Card Purchase,Online Banking,Money Transfer,ES,3.13,EUR,0,Approved,0,0,0.0,True
781925909888393950,TXN-000000082,263756791415439406,1076444576844183813,20250531,14,Direct Debit,Mobile App,Travel,US,56.78,EUR,1,Approved,0,0,7.105427357601002e-17,True
96845918932076659,TXN-000000083,263756791415439406,1076444576844183813,20250731,1,Bank Transfer,Online Banking,Entertainment,SG,3.52,EUR,1,Approved,0,0,0.0,True
528292111600295229,TXN-000000084,263756791415439406,1076444576844183813,20250907,10,Cash Withdrawal,Mobile App,Grocery,FR,8.95,EUR,1,Approved,0,0,0.0,True
399524342294348281,TXN-000000085,263756791415439406,1076444576844183813,20250215,4,Direct Debit,Branch,Cash Services,BR,82.06,EUR,1,Declined,0,0,0.0,True
882444530442436738,TXN-000000086,263756791415439406,1076444576844183813,20250929,6,Card Purchase,Online Banking,Entertainment,GB,21.74,EUR,1,Approved,0,0,0.0,True
781080402304095728,TXN-000000087,263756791415439406,1076444576844183813,20250327,2,Cash Withdrawal,ATM,Utilities,ES,9.65,EUR,0,Approved,0,0,0.0,True
190832650334940509,TXN-000000088,263756791415439406,1076444576844183813,20250407,5,Direct Debit,Mobile App,Entertainment,US,1.76,EUR,1,Approved,0,0,0.0,True
358941551029777960,TXN-000000089,263756791415439406,1076444576844183813,20250707,22,Card Purchase,Branch,Crypto Exchange,DE,72.15,EUR,1,Approved,0,0,7.105427357601002e-17,True
522390240494274622,TXN-000000090,263756791415439406,1076444576844183813,20250802,14,Cash Withdrawal,Branch,Electronics,AE,35.47,EUR,1,Approved,1,0,0.0,True
242083198312875190,TXN-000000091,263756791415439406,1076444576844183813,20251115,19,Direct Debit,Mobile App,Travel,ES,23.31,EUR,0,Approved,1,0,0.0,True
609062632737938432,TXN-000000092,263756791415439406,1076444576844183813,20250925,6,Direct Debit,ATM,Electronics,CA,14.21,EUR,1,Approved,1,0,0.0,True
880549905146402279,TXN-000000093,263756791415439406,1076444576844183813,20250107,21,Card Purchase,POS,Utilities,DE,50.49,EUR,1,Approved,0,1,0.0,True
90310903800414021,TXN-000000094,263756791415439406,1076444576844183813,20250512,20,Cash Withdrawal,ATM,Utilities,BR,29.16,EUR,1,Approved,1,0,7.105427357601002e-17,True
721200936167606318,TXN-000000095,246169167661273933,785071877156179956,20250301,3,Card Purchase,Mobile App,Electronics,ES,12.91,GBP,1,Approved,0,0,1.0508216248317612,True
188575907601144451,TXN-000000096,246169167661273933,785071877156179956,20250217,11,Bank Transfer,Mobile App,Cash Services,NL,17.55,GBP,1,Approved,0,1,0.0,True
500011948775963067,TXN-000000097,246169167661273933,785071877156179956,20250804,20,Bank Transfer,Mobile App,Electronics,ES,173.68,GBP,1,Approved,1,0,0.0,True
852888561085206204,TXN-000000098,246169167661273933,785071877156179956,20251109,12,Card Purchase,Online Banking,Utilities,FR,25.31,GBP,1,Approved,0,0,0.0,True
383646555027640770,TXN-000000099,246169167661273933,785071877156179956,20250107,22,Bank Transfer,ATM,Travel,US,24.32,GBP,1,Approved,0,1,0.0,True
765000025566154121,TXN-000000100,246169167661273933,785071877156179956,20251013,19,Bank Transfer,POS,Utilities,CA,11.97,GBP,1,Approved,0,0,0.0,True
77099206659803661,TXN-000000101,246169167661273933,785071877156179956,20250523,1,Direct Debit,Branch,Entertainment,IE,51.16,GBP,1,Approved,0,0,0.0,True
1034042942879157976,TXN-000000102,246169167661273933,785071877156179956,20250611,3,Card Purchase,Mobile App,Cash Services,BR,31.11,GBP,1,Approved,1,0,0.0,True
37539545457220812,TXN-000000103,246169167661273933,785071877156179956,20251202,21,Cash Withdrawal,Mobile App,Entertainment,IE,232.1,GBP,1,Approved,0,0,0.0,True
1038086660233737274,TXN-000000104,246169167661273933,785071877156179956,20250706,22,Card Purchase,Online Banking,Grocery,SG,85.35,GBP,1,Approved,0,0,0.0,True
82847814443294107,TXN-000000105,246169167661273933,819848316468411696,20250326,15,Direct Debit,Mobile App,Crypto Exchange,SG,30.77,GBP,1,Approved,0,1,0.0,True
158704265011721231,TXN-000000106,246169167661273933,819848316468411696,20250408,22,Direct Debit,Mobile App,Travel,IE,91.44,GBP,1,Approved,0,0,0.0,True
313498138765572308,TXN-000000107,246169167661273933,819848316468411696,20250125,17,Direct Debit,POS,Electronics,CA,7.76,GBP,1,Approved,1,1,0.0,True
497539908539484354,TXN-000000108,246169167661273933,819848316468411696,20251107,10,Direct Debit,Branch,Entertainment,ZA,49.56,GBP,1,Approved,0,0,0.0,True
1054151888441457967,TXN-000000109,246169167661273933,819848316468411696,20251225,23,Cash Withdrawal,POS,Entertainment,ES,24.7,GBP,1,Approved,0,0,3.552713678800501e-17,True
1113728253615300042,TXN-000000110,246169167661273933,819848316468411696,20251129,5,Cash Withdrawal,Mobile App,Money Transfer,TR,12.06,GBP,1,Approved,0,0,0.0,True
533783665121417257,TXN-000000111,246169167661273933,819848316468411696,20250805,0,Card Purchase,Branch,Electronics,TR,395.81,GBP,1,Approved,1,0,1.699936535241203,True
551213700494604910,TXN-000000112,246169167661273933,819848316468411696,20251216,8,Card Purchase,ATM,Entertainment,DE,4.2,GBP,1,Approved,0,0,1.0560526742493137,True
1131252946697976736,TXN-000000113,246169167661273933,819848316468411696,20251015,7,Direct Debit,Online Banking,Crypto Exchange,NL,49.41,GBP,1,Approved,0,0,0.0,True
393461788515526450,TXN-000000114,246169167661273933,819848316468411696,20250107,23,Direct Debit,Online Banking,Money Transfer,US,88.91,GBP,1,Approved,0,0,0.9108358811911912,True
860625853959876758,TXN-000000115,246169167661273933,819848316468411696,20251216,2,Card Purchase,Branch,Grocery,BR,43.75,GBP,1,Approved,0,0,0.0,True
765406086283069573,TXN-000000116,246169167661273933,819848316468411696,20251117,19,Cash Withdrawal,Branch,Money Transfer,FR,168.02,GBP,1,Approved,0,0,0.0,True
757729005672607225,TXN-000000117,246169167661273933,819848316468411696,20250916,5,Direct Debit,Mobile App,Money Transfer,SG,15.05,GBP,1,Approved,0,0,0.0,True
240306528855995662,TXN-000000118,246169167661273933,819848316468411696,20251113,16,Card Purchase,Mobile App,Money Transfer,TR,17.27,GBP,1,Approved,0,0,0.0,True
904896046553730050,TXN-000000119,246169167661273933,819848316468411696,20250228,12,Cash Withdrawal,Mobile App,Money Transfer,GB,43.0,GBP,0,Approved,0,0,0.0,True
569750295330344111,TXN-000000120,246169167661273933,819848316468411696,20250327,17,Card Purchase,Online Banking,Entertainment,CA,9.16,GBP,1,Approved,1,0,0.0,True
276510424837912697,TXN-000000121,246169167661273933,819848316468411696,20251218,4,Cash Withdrawal,Mobile App,Travel,IE,14.79,GBP,1,Approved,1,0,2.6645352591003756e-17,True
1100145526889732517,TXN-000000122,246169167661273933,819848316468411696,20250513,13,Direct Debit,Branch,Money Transfer,BR,17.15,GBP,1,Approved,0,0,0.0,True
682519408916913500,TXN-000000123,768436434945698388,328266765632365194,20251218,9,Cash Withdrawal,Branch,Cash Services,SG,16.59,AED,1,Approved,0,0,0.0,True
651138462320382973,TXN-000000124,768436434945698388,328266765632365194,20251007,9,Cash Withdrawal,ATM,Grocery,CA,12.73,AED,1,Approved,0,0,0.0,True
536949836735027557,TXN-000000125,768436434945698388,328266765632365194,20251008,2,Cash Withdrawal,Online Banking,Cash Services,IE,4.31,AED,1,Approved,1,0,0.8129725736282939,True
840174640834629812,TXN-000000126,768436434945698388,328266765632365194,20250228,5,Card Purchase,POS,Utilities,FR,6.59,AED,1,Approved,1,0,0.0,True
707772846310662397,TXN-000000127,768436434945698388,328266765632365194,20251025,15,Bank Transfer,Online Banking,Travel,ES,40.17,AED,1,Approved,0,0,0.0,True
636332026594586435,TXN-000000128,768436434945698388,328266765632365194,20250606,22,Cash Withdrawal,ATM,Cash Services,DE,15.35,AED,1,Approved,0,0,3.552713678800501e-17,True
640455294173992402,TXN-000000129,768436434945698388,328266765632365194,20250522,11,Cash Withdrawal,Branch,Utilities,DE,148.82,AED,1,Approved,0,1,0.0,True
1137768219543237524,TXN-000000130,768436434945698388,328266765632365194,20250524,4,Bank Transfer,ATM,Travel,CA,30.19,AED,1,Approved,0,0,0.0,True
619874448444675397,TXN-000000131,768436434945698388,328266765632365194,20251030,6,Cash Withdrawal,POS,Utilities,SG,90.49,AED,1,Approved,0,0,0.0,True
63579215204019606,TXN-000000132,768436434945698388,328266765632365194,20250529,4,Card Purchase,Branch,Money Transfer,NL,4.96,AED,1,Approved,1,0,3.552713678800501e-17,True
27740644922277403,TXN-000000133,768436434945698388,328266765632365194,20251017,18,Bank Transfer,Branch,Money Transfer,BR,45.3,AED,1,Approved,1,0,0.0,True
737690907252766859,TXN-000000134,768436434945698388,328266765632365194,20250416,16,Cash Withdrawal,Branch,Utilities,DE,8.25,AED,1,Approved,1,1,0.0,True
94770491232011185,TXN-000000135,768436434945698388,328266765632365194,20250924,20,Cash Withdrawal,POS,Electronics,GB,91.81,AED,1,Approved,0,0,3.552713678800501e-17,True
97888357462968013,TXN-000000136,768436434945698388,328266765632365194,20250509,12,Direct Debit,ATM,Money Transfer,NL,118.86,AED,1,Approved,1,0,0.0,True
138742150677954390,TXN-000000137,768436434945698388,328266765632365194,20250524,6,Bank Transfer,ATM,Travel,AE,23.71,AED,0,Approved,1,0,0.9569719164811596,True
606956018246540978,TXN-000000138,768436434945698388,328266765632365194,20250903,6,Direct Debit,Mobile App,Entertainment,BR,19.52,AED,1,Approved,1,0,3.552713678800501e-17,True
623476171684805825,TXN-000000139,768436434945698388,328266765632365194,20250129,5,Bank Transfer,POS,Cash Services,FR,34.17,AED,1,Approved,1,1,0.0,True
372126448789144274,TXN-000000140,768436434945698388,328266765632365194,20250421,14,Direct Debit,Online Banking,Entertainment,ZA,241.92,AED,1,Approved,0,1,0.0,True
747891239829486771,TXN-000000141,886539501005936162,914137268872445635,20250919,8,Cash Withdrawal,Branch,Travel,BR,49.89,USD,1,Approved,1,0,0.0,True
823406825621306710,TXN-000000142,886539501005936162,914137268872445635,20250916,21,Bank Transfer,POS,Travel,FR,11.68,USD,1,Approved,1,0,0.0,True
840122915542755471,TXN-000000143,886539501005936162,914137268872445635,20251204,4,Card Purchase,Branch,Cash Services,BR,33.71,USD,1,Approved,0,0,0.0,True
1151712062436748660,TXN-000000144,886539501005936162,914137268872445635,20250715,11,Card Purchase,Branch,Electronics,ZA,28.97,USD,1,Approved,0,0,0.0,True
136467651277346571,TXN-000000145,886539501005936162,914137268872445635,20250104,18,Card Purchase,Branch,Entertainment,IE,22.35,USD,1,Approved,1,1,0.0,True
730915009194499986,TXN-000000146,886539501005936162,914137268872445635,20250510,8,Direct Debit,POS,Money Transfer,US,20.5,USD,0,Approved,0,0,0.0,True
1044694456813376970,TXN-000000147,886539501005936162,914137268872445635,20250402,11,Direct Debit,ATM,Crypto Exchange,BR,8.72,USD,1,Approved,1,0,0.0,True
1116032190622790740,TXN-000000148,886539501005936162,914137268872445635,20250324,3,Direct Debit,ATM,Grocery,ZA,11.61,USD,1,Approved,1,1,0.0,True
791044453505621881,TXN-000000149,886539501005936162,914137268872445635,20250424,11,Card Purchase,Branch,Cash Services,BR,98.88,USD,1,Approved,0,1,0.0,True
624508768900931867,TXN-000000150,886539501005936162,914137268872445635,20250106,6,Cash Withdrawal,Online Banking,Grocery,ZA,47.9,USD,1,Approved,0,1,0.0,True
770146095088550731,TXN-000000151,886539501005936162,914137268872445635,20251028,6,Card Purchase,Mobile App,Crypto Exchange,AE,56.92,USD,1,Approved,1,0,0.7697377827216578,True
376053426820235809,TXN-000000152,886539501005936162,914137268872445635,20250410,14,Card Purchase,ATM,Electronics,NL,81.33,USD,1,Approved,0,0,0.0,True
955482702999296036,TXN-000000153,886539501005936162,914137268872445635,20250920,8,Cash Withdrawal,Branch,Cash Services,SG,9.59,USD,1,Approved,0,0,0.0,True
1104332849629908752,TXN-000000154,886539501005936162,914137268872445635,20251028,0,Cash Withdrawal,Mobile App,Cash Services,BR,7.96,USD,1,Approved,1,0,0.0,True
5035036830117866,TXN-000000155,886539501005936162,914137268872445635,20250630,16,Cash Withdrawal,Online Banking,Crypto Exchange,TR,152.48,USD,1,Approved,1,0,0.0,True
690318283504238159,TXN-000000156,886539501005936162,914137268872445635,20250422,18,Bank Transfer,Branch,Entertainment,IE,30.38,USD,1,Approved,0,0,0.0,True
936625390406649241,TXN-000000157,886539501005936162,914137268872445635,20251113,11,Card Purchase,Mobile App,Travel,ES,14.43,USD,1,Approved,1,0,0.0,True
696885097596500850,TXN-000000158,320081434803039496,291176389937850411,20251022,8,Cash Withdrawal,Branch,Entertainment,AE,19.63,EUR,1,Approved,0,0,0.0,True
320328684821728931,TXN-000000159,320081434803039496,291176389937850411,20250117,16,Bank Transfer,Branch,Travel,GB,29.27,EUR,1,Approved,0,1,0.0,True
965368970846604132,TXN-000000160,320081434803039496,291176389937850411,20251110,8,Cash Withdrawal,Online Banking,Crypto Exchange,NL,8.3,EUR,1,Approved,0,0,0.0,True
455303116154355204,TXN-000000161,320081434803039496,291176389937850411,20250710,11,Cash Withdrawal,Branch,Electronics,NL,10.58,EUR,1,Approved,1,0,0.0,True
1093145074529695166,TXN-000000162,320081434803039496,291176389937850411,20250715,6,Bank Transfer,Branch,Grocery,IE,187.47,EUR,0,Approved,0,0,0.0,True
1118780167831637082,TXN-000000163,320081434803039496,291176389937850411,20250603,8,Card Purchase,Branch,Travel,FR,30.1,EUR,1,Approved,0,0,0.0,True
124049447701089005,TXN-000000164,320081434803039496,291176389937850411,20250819,23,Cash Withdrawal,ATM,Crypto Exchange,DE,75.83,EUR,1,Approved,0,0,0.0,True
983716089469414172,TXN-000000165,320081434803039496,291176389937850411,20251023,18,Bank Transfer,ATM,Money Transfer,IE,12.22,EUR,0,Approved,0,0,0.0,True
585179432074515591,TXN-000000166,320081434803039496,291176389937850411,20250316,5,Cash Withdrawal,Branch,Cash Services,BR,20.37,EUR,1,Approved,0,0,0.0,True
1141746011601628892,TXN-000000167,320081434803039496,291176389937850411,20250530,22,Direct Debit,ATM,Utilities,IE,12.79,EUR,0,Approved,0,1,0.0,True
557394722537486606,TXN-000000168,320081434803039496,291176389937850411,20251205,8,Card Purchase,Online Banking,Electronics,ZA,543.37,EUR,1,Approved,1,0,0.0,True
