transaction_key,customer_key,fraud_probability,prediction_outcome,source_feature,contribution_direction,contribution_value,contribution_rank,reason_code,explanation_status
856669811406882712,606728138176973669,0.7719390162252837,false_positive,high_risk_channel_flag,negative,-0.3583952068282079,10,FRC_HIGH_RISK_CHANNEL_FLAG_DOWN,passed
511978037902441510,606728138176973669,0.4831135084525407,false_positive,is_cross_border,negative,-2.7216980696548463,1,FRC_IS_CROSS_BORDER_DOWN,passed
511978037902441510,606728138176973669,0.4831135084525407,false_positive,country_mismatch_flag,positive,1.2100359404057492,2,FRC_COUNTRY_MISMATCH_FLAG_UP,passed
511978037902441510,606728138176973669,0.4831135084525407,false_positive,amount_vs_account_average,positive,0.5281516380925554,3,FRC_AMOUNT_VS_ACCOUNT_AVERAGE_UP,passed
511978037902441510,606728138176973669,0.4831135084525407,false_positive,distinct_countries_customer_7d,negative,-0.4973097120946816,4,FRC_DISTINCT_COUNTRIES_CUSTOMER_7D_DOWN,passed
511978037902441510,606728138176973669,0.4831135084525407,false_positive,transaction_day_of_week,positive,0.4944586208097423,5,FRC_TRANSACTION_DAY_OF_WEEK_UP,passed
511978037902441510,606728138176973669,0.4831135084525407,false_positive,high_risk_channel_flag,negative,-0.3583952068282079,11,FRC_HIGH_RISK_CHANNEL_FLAG_DOWN,passed
155965144533500593,264419407905059310,0.4124652378493534,false_positive,merchant_category,negative,-0.7162181567203927,1,FRC_MERCHANT_CATEGORY_DOWN,passed
155965144533500593,264419407905059310,0.4124652378493534,false_positive,merchant_country,positive,0.5201441885948425,2,FRC_MERCHANT_COUNTRY_UP,passed
155965144533500593,264419407905059310,0.4124652378493534,false_positive,channel,positive,0.4012943255099513,3,FRC_CHANNEL_UP,passed
155965144533500593,264419407905059310,0.4124652378493534,false_positive,transaction_velocity_score,positive,0.3880769189231257,4,FRC_TRANSACTION_VELOCITY_SCORE_UP,passed
155965144533500593,264419407905059310,0.4124652378493534,false_positive,ip_country,negative,-0.371313444472033,5,FRC_IP_COUNTRY_DOWN,passed
155965144533500593,264419407905059310,0.4124652378493534,false_positive,high_risk_channel_flag,negative,-0.3583952068282079,6,FRC_HIGH_RISK_CHANNEL_FLAG_DOWN,passed
397589068958819985,264419407905059310,0.7005677599736427,false_positive,merchant_country,positive,0.7894854208371119,1,FRC_MERCHANT_COUNTRY_UP,passed
397589068958819985,264419407905059310,0.7005677599736427,false_positive,distinct_countries_customer_7d,negative,-0.4973097120946816,2,FRC_DISTINCT_COUNTRIES_CUSTOMER_7D_DOWN,passed
397589068958819985,264419407905059310,0.7005677599736427,false_positive,high_risk_channel_flag,positive,0.4883711509354335,3,FRC_HIGH_RISK_CHANNEL_FLAG_UP,passed
397589068958819985,264419407905059310,0.7005677599736427,false_positive,is_weekend,positive,0.4407940424777875,4,FRC_IS_WEEKEND_UP,passed
397589068958819985,264419407905059310,0.7005677599736427,false_positive,ip_country,negative,-0.371313444472033,8,FRC_IP_COUNTRY_DOWN,passed
397589068958819985,264419407905059310,0.7005677599736427,false_positive,transaction_day_of_week,negative,-0.3399971448425052,9,FRC_TRANSACTION_DAY_OF_WEEK_DOWN,passed
1130505167871187621,264419407905059310,0.228588039308061,false_positive,channel,negative,-0.4826102070770899,1,FRC_CHANNEL_DOWN,passed
1130505167871187621,264419407905059310,0.228588039308061,false_positive,merchant_category,positive,0.4320538404536375,2,FRC_MERCHANT_CATEGORY_UP,passed
1130505167871187621,264419407905059310,0.228588039308061,false_positive,transaction_velocity_score,positive,0.3880769189231257,3,FRC_TRANSACTION_VELOCITY_SCORE_UP,passed
1130505167871187621,264419407905059310,0.228588039308061,false_positive,ip_country,negative,-0.371313444472033,4,FRC_IP_COUNTRY_DOWN,passed
1130505167871187621,264419407905059310,0.228588039308061,false_positive,high_risk_channel_flag,negative,-0.3583952068282079,5,FRC_HIGH_RISK_CHANNEL_FLAG_DOWN,passed
1130505167871187621,264419407905059310,0.228588039308061,false_positive,amount_vs_account_average,positive,0.3573094081048256,6,FRC_AMOUNT_VS_ACCOUNT_AVERAGE_UP,passed
316453399212787475,264419407905059310,0.0437816292704048,true_negative,merchant_country,negative,-0.8868986291676353,1,FRC_MERCHANT_COUNTRY_DOWN,passed
316453399212787475,264419407905059310,0.0437816292704048,true_negative,merchant_category,negative,-0.7162181567203927,2,FRC_MERCHANT_CATEGORY_DOWN,passed
316453399212787475,264419407905059310,0.0437816292704048,true_negative,transaction_day_of_week,positive,0.4944586208097423,3,FRC_TRANSACTION_DAY_OF_WEEK_UP,passed
316453399212787475,264419407905059310,0.0437816292704048,true_negative,amount_vs_account_average,positive,0.4942216196715971,4,FRC_AMOUNT_VS_ACCOUNT_AVERAGE_UP,passed
316453399212787475,264419407905059310,0.0437816292704048,true_negative,transaction_velocity_score,positive,0.3880769189231257,5,FRC_TRANSACTION_VELOCITY_SCORE_UP,passed
316453399212787475,264419407905059310,0.0437816292704048,true_negative,channel,negative,-0.3737021046006329,6,FRC_CHANNEL_DOWN,passed
633583853720280634,264419407905059310,0.1446838820746575,false_positive,amount_vs_account_average,positive,0.5275668613189068,1,FRC_AMOUNT_VS_ACCOUNT_AVERAGE_UP,passed
633583853720280634,264419407905059310,0.1446838820746575,false_positive,transaction_velocity_score,positive,0.3880769189231257,2,FRC_TRANSACTION_VELOCITY_SCORE_UP,passed
633583853720280634,264419407905059310,0.1446838820746575,false_positive,channel,negative,-0.3737021046006329,3,FRC_CHANNEL_DOWN,passed
633583853720280634,264419407905059310,0.1446838820746575,false_positive,ip_country,negative,-0.371313444472033,4,FRC_IP_COUNTRY_DOWN,passed
633583853720280634,264419407905059310,0.1446838820746575,false_positive,high_risk_channel_flag,negative,-0.3583952068282079,5,FRC_HIGH_RISK_CHANNEL_FLAG_DOWN,passed
633583853720280634,264419407905059310,0.1446838820746575,false_positive,distinct_countries_customer_7d,positive,0.3399043445050806,6,FRC_DISTINCT_COUNTRIES_CUSTOMER_7D_UP,passed
922157374267181172,264419407905059310,0.2300691320826687,false_positive,merchant_country,positive,0.7894854208371119,1,FRC_MERCHANT_COUNTRY_UP,passed
922157374267181172,264419407905059310,0.2300691320826687,false_positive,amount_vs_account_average,positive,0.5027632332509312,2,FRC_AMOUNT_VS_ACCOUNT_AVERAGE_UP,passed
922157374267181172,264419407905059310,0.2300691320826687,false_positive,distinct_countries_customer_7d,negative,-0.4973097120946816,3,FRC_DISTINCT_COUNTRIES_CUSTOMER_7D_DOWN,passed
922157374267181172,264419407905059310,0.2300691320826687,false_positive,merchant_category,negative,-0.4141051462738278,4,FRC_MERCHANT_CATEGORY_DOWN,passed
922157374267181172,264419407905059310,0.2300691320826687,false_positive,transaction_type,negative,-0.4082439674744825,5,FRC_TRANSACTION_TYPE_DOWN,passed
922157374267181172,264419407905059310,0.2300691320826687,false_positive,distinct_merchants_customer_7d,positive,0.4029198505545392,6,FRC_DISTINCT_MERCHANTS_CUSTOMER_7D_UP,passed
924818950246991806,264419407905059310,0.222387940407705,false_positive,amount_vs_account_average,positive,0.5007712925949683,1,FRC_AMOUNT_VS_ACCOUNT_AVERAGE_UP,passed
924818950246991806,264419407905059310,0.222387940407705,false_positive,distinct_countries_customer_7d,negative,-0.4973097120946816,2,FRC_DISTINCT_COUNTRIES_CUSTOMER_7D_DOWN,passed
924818950246991806,264419407905059310,0.222387940407705,false_positive,high_risk_channel_flag,positive,0.4883711509354335,3,FRC_HIGH_RISK_CHANNEL_FLAG_UP,passed
924818950246991806,264419407905059310,0.222387940407705,false_positive,merchant_category,negative,-0.4568879339218951,4,FRC_MERCHANT_CATEGORY_DOWN,passed
924818950246991806,264419407905059310,0.222387940407705,false_positive,transaction_type,negative,-0.4082439674744825,5,FRC_TRANSACTION_TYPE_DOWN,passed
924818950246991806,264419407905059310,0.222387940407705,false_positive,distinct_merchants_customer_7d,positive,0.4029198505545392,6,FRC_DISTINCT_MERCHANTS_CUSTOMER_7D_UP,passed
135062581439731926,264419407905059310,0.3743367789117979,false_positive,distinct_countries_customer_7d,negative,-0.4973097120946816,1,FRC_DISTINCT_COUNTRIES_CUSTOMER_7D_DOWN,passed
135062581439731926,264419407905059310,0.3743367789117979,false_positive,channel,negative,-0.4826102070770899,2,FRC_CHANNEL_DOWN,passed
135062581439731926,264419407905059310,0.3743367789117979,false_positive,is_weekend,positive,0.4407940424777875,3,FRC_IS_WEEKEND_UP,passed
135062581439731926,264419407905059310,0.3743367789117979,false_positive,distinct_merchants_customer_7d,positive,0.4029198505545392,4,FRC_DISTINCT_MERCHANTS_CUSTOMER_7D_UP,passed
135062581439731926,264419407905059310,0.3743367789117979,false_positive,transaction_velocity_score,positive,0.3880769189231257,5,FRC_TRANSACTION_VELOCITY_SCORE_UP,passed
135062581439731926,264419407905059310,0.3743367789117979,false_positive,ip_country,negative,-0.371313444472033,6,FRC_IP_COUNTRY_DOWN,passed
1106798954485933574,263756791415439406,0.5501791462600274,false_positive,ip_country,positive,1.4008228814242476,1,FRC_IP_COUNTRY_UP,passed
1106798954485933574,263756791415439406,0.5501791462600274,false_positive,customer_country,negative,-0.8004561248080124,2,FRC_CUSTOMER_COUNTRY_DOWN,passed
1106798954485933574,263756791415439406,0.5501791462600274,false_positive,currency,negative,-0.4984087183657689,3,FRC_CURRENCY_DOWN,passed
1106798954485933574,263756791415439406,0.5501791462600274,false_positive,distinct_countries_customer_7d,negative,-0.4973097120946816,4,FRC_DISTINCT_COUNTRIES_CUSTOMER_7D_DOWN,passed
1106798954485933574,263756791415439406,0.5501791462600274,false_positive,high_risk_channel_flag,positive,0.4883711509354335,5,FRC_HIGH_RISK_CHANNEL_FLAG_UP,passed
1106798954485933574,263756791415439406,0.5501791462600274,false_positive,amount_vs_account_average,positive,0.4782986034401608,6,FRC_AMOUNT_VS_ACCOUNT_AVERAGE_UP,passed
251366652670829006,263756791415439406,0.1231886167634791,false_positive,amount_vs_account_average,negative,-8.554148425411176,1,FRC_AMOUNT_VS_ACCOUNT_AVERAGE_DOWN,passed
251366652670829006,263756791415439406,0.1231886167634791,false_positive,amount_vs_customer_average,positive,5.87214974177067,2,FRC_AMOUNT_VS_CUSTOMER_AVERAGE_UP,passed
251366652670829006,263756791415439406,0.1231886167634791,false_positive,amount,positive,2.9223432563775185,3,FRC_AMOUNT_UP,passed
251366652670829006,263756791415439406,0.1231886167634791,false_positive,is_cross_border,negative,-2.7216980696548463,4,FRC_IS_CROSS_BORDER_DOWN,passed
251366652670829006,263756791415439406,0.1231886167634791,false_positive,ip_country,positive,1.4008228814242476,5,FRC_IP_COUNTRY_UP,passed
251366652670829006,263756791415439406,0.1231886167634791,false_positive,customer_country,negative,-0.8004561248080124,7,FRC_CUSTOMER_COUNTRY_DOWN,passed
154336305090784585,263756791415439406,0.7995696033728931,false_positive,ip_country,positive,1.4008228814242476,1,FRC_IP_COUNTRY_UP,passed
154336305090784585,263756791415439406,0.7995696033728931,false_positive,customer_country,negative,-0.8004561248080124,2,FRC_CUSTOMER_COUNTRY_DOWN,passed
154336305090784585,263756791415439406,0.7995696033728931,false_positive,merchant_country,positive,0.7894854208371119,3,FRC_MERCHANT_COUNTRY_UP,passed
154336305090784585,263756791415439406,0.7995696033728931,false_positive,amount_vs_account_average,positive,0.5323452761902498,4,FRC_AMOUNT_VS_ACCOUNT_AVERAGE_UP,passed
154336305090784585,263756791415439406,0.7995696033728931,false_positive,currency,negative,-0.4984087183657689,5,FRC_CURRENCY_DOWN,passed
154336305090784585,263756791415439406,0.7995696033728931,false_positive,transaction_count_customer_24h,negative,-0.3309393722151977,10,FRC_TRANSACTION_COUNT_CUSTOMER_24H_DOWN,passed
1061590150869473381,263756791415439406,0.3396465453597379,false_positive,ip_country,positive,1.4008228814242476,1,FRC_IP_COUNTRY_UP,passed
1061590150869473381,263756791415439406,0.3396465453597379,false_positive,customer_country,negative,-0.8004561248080124,2,FRC_CUSTOMER_COUNTRY_DOWN,passed
1061590150869473381,263756791415439406,0.3396465453597379,false_positive,merchant_country,positive,0.7802645067226328,3,FRC_MERCHANT_COUNTRY_UP,passed
1061590150869473381,263756791415439406,0.3396465453597379,false_positive,merchant_category,negative,-0.7162181567203927,4,FRC_MERCHANT_CATEGORY_DOWN,passed
1061590150869473381,263756791415439406,0.3396465453597379,false_positive,currency,negative,-0.4984087183657689,5,FRC_CURRENCY_DOWN,passed
1061590150869473381,263756791415439406,0.3396465453597379,false_positive,distinct_merchants_customer_7d,positive,0.4029198505545392,7,FRC_DISTINCT_MERCHANTS_CUSTOMER_7D_UP,passed
497624381290550750,263756791415439406,0.5512707999355068,false_positive,ip_country,positive,1.4008228814242476,1,FRC_IP_COUNTRY_UP,passed
497624381290550750,263756791415439406,0.5512707999355068,false_positive,customer_country,negative,-0.8004561248080124,2,FRC_CUSTOMER_COUNTRY_DOWN,passed
497624381290550750,263756791415439406,0.5512707999355068,false_positive,merchant_country,positive,0.7894854208371119,3,FRC_MERCHANT_COUNTRY_UP,passed
497624381290550750,263756791415439406,0.5512707999355068,false_positive,amount_vs_account_average,positive,0.5241606231384067,4,FRC_AMOUNT_VS_ACCOUNT_AVERAGE_UP,passed
497624381290550750,263756791415439406,0.5512707999355068,false_positive,currency,negative,-0.4984087183657689,5,FRC_CURRENCY_DOWN,passed
497624381290550750,263756791415439406,0.5512707999355068,false_positive,distinct_countries_customer_7d,negative,-0.4973097120946816,6,FRC_DISTINCT_COUNTRIES_CUSTOMER_7D_DOWN,passed
1057123691237744983,263756791415439406,0.0320968265527019,true_negative,transaction_velocity_score,negative,-2.9830681394277176,1,FRC_TRANSACTION_VELOCITY_SCORE_DOWN,passed
1057123691237744983,263756791415439406,0.0320968265527019,true_negative,transaction_count_customer_24h,positive,2.92231284929313,2,FRC_TRANSACTION_COUNT_CUSTOMER_24H_UP,passed
1057123691237744983,263756791415439406,0.0320968265527019,true_negative,is_cross_border,negative,-2.7216980696548463,3,FRC_IS_CROSS_BORDER_DOWN,passed
1057123691237744983,263756791415439406,0.0320968265527019,true_negative,ip_country,positive,1.4008228814242476,4,FRC_IP_COUNTRY_UP,passed
1057123691237744983,263756791415439406,0.0320968265527019,true_negative,country_mismatch_flag,positive,1.2100359404057492,5,FRC_COUNTRY_MISMATCH_FLAG_UP,passed
1057123691237744983,263756791415439406,0.0320968265527019,true_negative,customer_country,negative,-0.8004561248080124,6,FRC_CUSTOMER_COUNTRY_DOWN,passed
242083198312875190,263756791415439406,0.3119284580090468,false_positive,is_cross_border,negative,-2.7216980696548463,1,FRC_IS_CROSS_BORDER_DOWN,passed
242083198312875190,263756791415439406,0.3119284580090468,false_positive,ip_country,positive,1.4008228814242476,2,FRC_IP_COUNTRY_UP,passed
242083198312875190,263756791415439406,0.3119284580090468,false_positive,country_mismatch_flag,positive,1.2100359404057492,3,FRC_COUNTRY_MISMATCH_FLAG_UP,passed
242083198312875190,263756791415439406,0.3119284580090468,false_positive,customer_country,negative,-0.8004561248080124,4,FRC_CUSTOMER_COUNTRY_DOWN,passed
242083198312875190,263756791415439406,0.3119284580090468,false_positive,merchant_country,positive,0.5201441885948425,5,FRC_MERCHANT_COUNTRY_UP,passed
242083198312875190,263756791415439406,0.3119284580090468,false_positive,currency,negative,-0.4984087183657689,6,FRC_CURRENCY_DOWN,passed
852888561085206204,246169167661273933,0.3240887574503154,false_positive,merchant_category,negative,-0.7162181567203927,1,FRC_MERCHANT_CATEGORY_DOWN,passed
852888561085206204,246169167661273933,0.3240887574503154,false_positive,transaction_day_of_week,negative,-0.5068882979729548,2,FRC_TRANSACTION_DAY_OF_WEEK_DOWN,passed
852888561085206204,246169167661273933,0.3240887574503154,false_positive,high_risk_channel_flag,positive,0.4883711509354335,3,FRC_HIGH_RISK_CHANNEL_FLAG_UP,passed
852888561085206204,246169167661273933,0.3240887574503154,false_positive,is_weekend,positive,0.4407940424777875,4,FRC_IS_WEEKEND_UP,passed
852888561085206204,246169167661273933,0.3240887574503154,false_positive,amount_vs_account_average,positive,0.4112322021598784,5,FRC_AMOUNT_VS_ACCOUNT_AVERAGE_UP,passed
852888561085206204,246169167661273933,0.3240887574503154,false_positive,transaction_type,negative,-0.4082439674744825,6,FRC_TRANSACTION_TYPE_DOWN,passed
765000025566154121,246169167661273933,0.3155711921135598,false_positive,merchant_country,positive,0.7190431711285736,1,FRC_MERCHANT_COUNTRY_UP,passed
765000025566154121,246169167661273933,0.3155711921135598,false_positive,merchant_category,negative,-0.7162181567203927,2,FRC_MERCHANT_CATEGORY_DOWN,passed
765000025566154121,246169167661273933,0.3155711921135598,false_positive,amount_vs_account_average,positive,0.5009453536715248,3,FRC_AMOUNT_VS_ACCOUNT_AVERAGE_UP,passed
765000025566154121,246169167661273933,0.3155711921135598,false_positive,distinct_countries_customer_7d,negative,-0.4973097120946816,4,FRC_DISTINCT_COUNTRIES_CUSTOMER_7D_DOWN,passed
765000025566154121,246169167661273933,0.3155711921135598,false_positive,transaction_day_of_week,positive,0.4944586208097423,5,FRC_TRANSACTION_DAY_OF_WEEK_UP,passed
765000025566154121,246169167661273933,0.3155711921135598,false_positive,channel,negative,-0.4826102070770899,6,FRC_CHANNEL_DOWN,passed
37539545457220812,246169167661273933,0.7245752166393774,false_positive,amount_vs_account_average,negative,-0.95149757667612,1,FRC_AMOUNT_VS_ACCOUNT_AVERAGE_DOWN,passed
37539545457220812,246169167661273933,0.7245752166393774,false_positive,amount,positive,0.5601289462925764,2,FRC_AMOUNT_UP,passed
37539545457220812,246169167661273933,0.7245752166393774,false_positive,amount_vs_customer_average,positive,0.4989075070318274,3,FRC_AMOUNT_VS_CUSTOMER_AVERAGE_UP,passed
37539545457220812,246169167661273933,0.7245752166393774,false_positive,log_transaction_amount,positive,0.4362999965596726,4,FRC_LOG_TRANSACTION_AMOUNT_UP,passed
37539545457220812,246169167661273933,0.7245752166393774,false_positive,ip_country,negative,-0.3707441997312041,7,FRC_IP_COUNTRY_DOWN,passed
37539545457220812,246169167661273933,0.7245752166393774,false_positive,high_risk_channel_flag,negative,-0.3583952068282079,8,FRC_HIGH_RISK_CHANNEL_FLAG_DOWN,passed
497539908539484354,246169167661273933,0.1828663092751624,false_positive,merchant_country,negative,-0.5304473871499731,1,FRC_MERCHANT_COUNTRY_DOWN,passed
497539908539484354,246169167661273933,0.1828663092751624,false_positive,distinct_countries_customer_7d,negative,-0.4973097120946816,2,FRC_DISTINCT_COUNTRIES_CUSTOMER_7D_DOWN,passed
497539908539484354,246169167661273933,0.1828663092751624,false_positive,distinct_merchants_customer_7d,positive,0.4029198505545392,3,FRC_DISTINCT_MERCHANTS_CUSTOMER_7D_UP,passed
497539908539484354,246169167661273933,0.1828663092751624,false_positive,transaction_velocity_score,positive,0.3880769189231257,4,FRC_TRANSACTION_VELOCITY_SCORE_UP,passed
497539908539484354,246169167661273933,0.1828663092751624,false_positive,channel,negative,-0.3737021046006329,5,FRC_CHANNEL_DOWN,passed
497539908539484354,246169167661273933,0.1828663092751624,false_positive,amount_vs_account_average,positive,0.3589338681525761,7,FRC_AMOUNT_VS_ACCOUNT_AVERAGE_UP,passed
1054151888441457967,246169167661273933,0.5203590359888324,false_positive,merchant_country,positive,0.5201441885948425,1,FRC_MERCHANT_COUNTRY_UP,passed
1054151888441457967,246169167661273933,0.5203590359888324,false_positive,distinct_countries_customer_7d,negative,-0.4973097120946816,2,FRC_DISTINCT_COUNTRIES_CUSTOMER_7D_DOWN,passed
1054151888441457967,246169167661273933,0.5203590359888324,false_positive,channel,negative,-0.4826102070770899,3,FRC_CHANNEL_DOWN,passed
1054151888441457967,246169167661273933,0.5203590359888324,false_positive,amount_vs_account_average,positive,0.442550217387505,4,FRC_AMOUNT_VS_ACCOUNT_AVERAGE_UP,passed
1054151888441457967,246169167661273933,0.5203590359888324,false_positive,distinct_merchants_customer_7d,positive,0.4029198505545392,5,FRC_DISTINCT_MERCHANTS_CUSTOMER_7D_UP,passed
1054151888441457967,246169167661273933,0.5203590359888324,false_positive,ip_country,negative,-0.3707441997312041,7,FRC_IP_COUNTRY_DOWN,passed
