customer_id,component_name,raw_value_summary,normalised_score,configured_weight,weighted_contribution,score_cap,reason,evidence_json
CUST-000003,aml_alert,"{""configured_severity_points"": {""critical"": 50, ""high"": 30, ""low"": 5, ""medium"": 15}, ""critical_severity_alerts"": 0.0, ""derived_raw_points"": 1615.0, ""device_session_alert_count"": 16.0, ""distinct_rules_triggered"": 5.0, ""geography_alert_count"": 13.0, ""high_severity_alerts"": 4.0, ""high_value_alert_count"": 0.0, ""kyc_watchlist_alert_count"": 0.0, ""low_severity_alerts"": 21.0, ""medium_severity_alerts"": 29.0, ""structuring_alert_count"": 4.0, ""total_aml_alerts"": 54.0, ""total_aml_risk_points"": 890.0}",32.3,0.3,9.69,5000.0,4 high/critical AML alerts; 4 structuring alerts; 54 total AML alerts,"{""configured_severity_points"": {""critical"": 50, ""high"": 30, ""low"": 5, ""medium"": 15}, ""critical_severity_alerts"": 0.0, ""derived_raw_points"": 1615.0, ""device_session_alert_count"": 16.0, ""distinct_rules_triggered"": 5.0, ""geography_alert_count"": 13.0, ""high_severity_alerts"": 4.0, ""high_value_alert_count"": 0.0, ""kyc_watchlist_alert_count"": 0.0, ""low_severity_alerts"": 21.0, ""medium_severity_alerts"": 29.0, ""structuring_alert_count"": 4.0, ""total_aml_alerts"": 54.0, ""total_aml_risk_points"": 890.0}"
CUST-000003,device_session,"{""elevated_session_count"": 0.0, ""elevated_session_count_points"": 0.0, ""elevated_session_count_threshold"": 1.0, ""failed_authentication_count"": 0.0, ""failed_authentication_count_points"": 0.0, ""failed_authentication_count_threshold"": 1.0, ""geography_mismatch_count"": 27.0, ""geography_mismatch_count_points"": 20.0, ""geography_mismatch_count_threshold"": 5.0, ""new_device_transaction_count"": 4.0, ""new_device_transaction_count_points"": 20.0, ""new_device_transaction_count_threshold"": 4.0, ""risky_session_count"": 1.0, ""risky_session_count_points"": 8.3333, ""risky_session_count_threshold"": 3.0, ""unique_device_count"": 4.0}",48.3333,0.15,7.25,100.0,new_device_transaction_count reached 4 against 4; geography_mismatch_count reached 27 against 5,"{""elevated_session_count"": 0.0, ""elevated_session_count_points"": 0.0, ""elevated_session_count_threshold"": 1.0, ""failed_authentication_count"": 0.0, ""failed_authentication_count_points"": 0.0, ""failed_authentication_count_threshold"": 1.0, ""geography_mismatch_count"": 27.0, ""geography_mismatch_count_points"": 20.0, ""geography_mismatch_count_threshold"": 5.0, ""new_device_transaction_count"": 4.0, ""new_device_transaction_count_points"": 20.0, ""new_device_transaction_count_threshold"": 4.0, ""risky_session_count"": 1.0, ""risky_session_count_points"": 8.3333, ""risky_session_count_threshold"": 3.0, ""unique_device_count"": 4.0}"
CUST-000003,fraud_model,"{""average_fraud_probability"": 0.2946100499847864, ""fraud_probability_threshold"": 0.05, ""high_fraud_probability_threshold"": 0.7, ""high_probability_transaction_count"": 1.0, ""high_probability_transaction_ratio"": 0.125, ""maximum_fraud_probability"": 0.7005677599736427, ""predicted_fraud_transaction_count"": 7.0, ""predicted_fraud_transaction_ratio"": 0.875}",53.8667,0.15,8.08,100.0,Maximum model probability 0.701 exceeded 0.700.,"{""average_fraud_probability"": 0.2946100499847864, ""fraud_probability_threshold"": 0.05, ""high_fraud_probability_threshold"": 0.7, ""high_probability_transaction_count"": 1.0, ""high_probability_transaction_ratio"": 0.125, ""maximum_fraud_probability"": 0.7005677599736427, ""predicted_fraud_transaction_count"": 7.0, ""predicted_fraud_transaction_ratio"": 0.875}"
CUST-000003,kyc,"{""aml_watchlist_flag"": 0, ""customer_risk_rating"": ""Low"", ""customer_risk_rating_points"": 0.0, ""customer_tenure_days"": 2896.0, ""kyc_points"": 0.0, ""kyc_status"": ""Verified"", ""onboarding_recency_points"": 0.0, ""pep_flag"": false, ""pep_points"": 0.0, ""sanctions_points"": 0.0, ""sanctions_screening_status"": ""Clear"", ""watchlist_points"": 0.0}",0.0,0.2,0.0,300.0,No elevated KYC indicators observed.,"{""aml_watchlist_flag"": 0, ""customer_risk_rating"": ""Low"", ""customer_risk_rating_points"": 0.0, ""customer_tenure_days"": 2896.0, ""kyc_points"": 0.0, ""kyc_status"": ""Verified"", ""onboarding_recency_points"": 0.0, ""pep_flag"": false, ""pep_points"": 0.0, ""sanctions_points"": 0.0, ""sanctions_screening_status"": ""Clear"", ""watchlist_points"": 0.0}"
CUST-000003,transaction_behaviour,"{""cross_border_ratio"": 0.9, ""cross_border_ratio_points"": 15.0, ""cross_border_ratio_threshold"": 0.8, ""failed_transaction_ratio"": 0.0, ""failed_transaction_ratio_points"": 0.0, ""failed_transaction_ratio_threshold"": 0.1, ""maximum_transaction_amount"": 222.6, ""maximum_transaction_amount_points"": 8.904, ""maximum_transaction_amount_threshold"": 500.0, ""maximum_transaction_velocity"": 1.187233480321638, ""maximum_transaction_velocity_points"": 2.9681, ""maximum_transaction_velocity_threshold"": 2.0, ""new_device_transaction_count"": 4.0, ""new_device_transaction_count_points"": 5.0, ""new_device_transaction_count_threshold"": 4.0, ""night_transaction_ratio"": 0.4666666666666667, ""night_transaction_ratio_points"": 5.0, ""night_transaction_ratio_threshold"": 0.3, ""total_transaction_amount"": 1374.34, ""total_transaction_amount_points"": 4.123, ""total_transaction_amount_threshold"": 5000.0, ""total_transaction_count"": 30.0, ""total_transaction_count_points"": 11.25, ""total_transaction_count_threshold"": 40.0, ""unique_merchant_country_count"": 11.0, ""unique_merchant_country_count_points"": 10.0, ""unique_merchant_country_count_threshold"": 10.0}",62.2451,0.2,12.449,100.0,cross_border_ratio reached 0.90 against 0.80; night_transaction_ratio reached 0.47 against 0.30; unique_merchant_country_count reached 11.00 against 10.00,"{""cross_border_ratio"": 0.9, ""cross_border_ratio_points"": 15.0, ""cross_border_ratio_threshold"": 0.8, ""failed_transaction_ratio"": 0.0, ""failed_transaction_ratio_points"": 0.0, ""failed_transaction_ratio_threshold"": 0.1, ""maximum_transaction_amount"": 222.6, ""maximum_transaction_amount_points"": 8.904, ""maximum_transaction_amount_threshold"": 500.0, ""maximum_transaction_velocity"": 1.187233480321638, ""maximum_transaction_velocity_points"": 2.9681, ""maximum_transaction_velocity_threshold"": 2.0, ""new_device_transaction_count"": 4.0, ""new_device_transaction_count_points"": 5.0, ""new_device_transaction_count_threshold"": 4.0, ""night_transaction_ratio"": 0.4666666666666667, ""night_transaction_ratio_points"": 5.0, ""night_transaction_ratio_threshold"": 0.3, ""total_transaction_amount"": 1374.34, ""total_transaction_amount_points"": 4.123, ""total_transaction_amount_threshold"": 5000.0, ""total_transaction_count"": 30.0, ""total_transaction_count_points"": 11.25, ""total_transaction_count_threshold"": 40.0, ""unique_merchant_country_count"": 11.0, ""unique_merchant_country_count_points"": 10.0, ""unique_merchant_country_count_threshold"": 10.0}"
CUST-000004,aml_alert,"{""configured_severity_points"": {""critical"": 50, ""high"": 30, ""low"": 5, ""medium"": 15}, ""critical_severity_alerts"": 0.0, ""derived_raw_points"": 1416.0, ""device_session_alert_count"": 11.0, ""distinct_rules_triggered"": 6.0, ""geography_alert_count"": 12.0, ""high_severity_alerts"": 4.0, ""high_value_alert_count"": 1.0, ""kyc_watchlist_alert_count"": 0.0, ""low_severity_alerts"": 22.0, ""medium_severity_alerts"": 23.0, ""structuring_alert_count"": 3.0, ""total_aml_alerts"": 49.0, ""total_aml_risk_points"": 781.0}",28.32,0.3,8.496,5000.0,4 high/critical AML alerts; 3 structuring alerts; 49 total AML alerts,"{""configured_severity_points"": {""critical"": 50, ""high"": 30, ""low"": 5, ""medium"": 15}, ""critical_severity_alerts"": 0.0, ""derived_raw_points"": 1416.0, ""device_session_alert_count"": 11.0, ""distinct_rules_triggered"": 6.0, ""geography_alert_count"": 12.0, ""high_severity_alerts"": 4.0, ""high_value_alert_count"": 1.0, ""kyc_watchlist_alert_count"": 0.0, ""low_severity_alerts"": 22.0, ""medium_severity_alerts"": 23.0, ""structuring_alert_count"": 3.0, ""total_aml_alerts"": 49.0, ""total_aml_risk_points"": 781.0}"
CUST-000004,device_session,"{""elevated_session_count"": 0.0, ""elevated_session_count_points"": 0.0, ""elevated_session_count_threshold"": 1.0, ""failed_authentication_count"": 0.0, ""failed_authentication_count_points"": 0.0, ""failed_authentication_count_threshold"": 1.0, ""geography_mismatch_count"": 27.0, ""geography_mismatch_count_points"": 20.0, ""geography_mismatch_count_threshold"": 5.0, ""new_device_transaction_count"": 4.0, ""new_device_transaction_count_points"": 20.0, ""new_device_transaction_count_threshold"": 4.0, ""risky_session_count"": 1.0, ""risky_session_count_points"": 8.3333, ""risky_session_count_threshold"": 3.0, ""unique_device_count"": 4.0}",48.3333,0.15,7.25,100.0,new_device_transaction_count reached 4 against 4; geography_mismatch_count reached 27 against 5,"{""elevated_session_count"": 0.0, ""elevated_session_count_points"": 0.0, ""elevated_session_count_threshold"": 1.0, ""failed_authentication_count"": 0.0, ""failed_authentication_count_points"": 0.0, ""failed_authentication_count_threshold"": 1.0, ""geography_mismatch_count"": 27.0, ""geography_mismatch_count_points"": 20.0, ""geography_mismatch_count_threshold"": 5.0, ""new_device_transaction_count"": 4.0, ""new_device_transaction_count_points"": 20.0, ""new_device_transaction_count_threshold"": 4.0, ""risky_session_count"": 1.0, ""risky_session_count_points"": 8.3333, ""risky_session_count_threshold"": 3.0, ""unique_device_count"": 4.0}"
CUST-000004,fraud_model,"{""average_fraud_probability"": 0.3868399994647704, ""fraud_probability_threshold"": 0.05, ""high_fraud_probability_threshold"": 0.7, ""high_probability_transaction_count"": 1.0, ""high_probability_transaction_ratio"": 0.14285714285714285, ""maximum_fraud_probability"": 0.7995696033728931, ""predicted_fraud_transaction_count"": 6.0, ""predicted_fraud_transaction_ratio"": 0.8571428571428571}",61.5837,0.15,9.2376,100.0,Maximum model probability 0.800 exceeded 0.700.,"{""average_fraud_probability"": 0.3868399994647704, ""fraud_probability_threshold"": 0.05, ""high_fraud_probability_threshold"": 0.7, ""high_probability_transaction_count"": 1.0, ""high_probability_transaction_ratio"": 0.14285714285714285, ""maximum_fraud_probability"": 0.7995696033728931, ""predicted_fraud_transaction_count"": 6.0, ""predicted_fraud_transaction_ratio"": 0.8571428571428571}"
CUST-000004,kyc,"{""aml_watchlist_flag"": 0, ""customer_risk_rating"": ""Low"", ""customer_risk_rating_points"": 0.0, ""customer_tenure_days"": 1366.0, ""kyc_points"": 0.0, ""kyc_status"": ""Verified"", ""onboarding_recency_points"": 0.0, ""pep_flag"": false, ""pep_points"": 0.0, ""sanctions_points"": 0.0, ""sanctions_screening_status"": ""Clear"", ""watchlist_points"": 0.0}",0.0,0.2,0.0,300.0,No elevated KYC indicators observed.,"{""aml_watchlist_flag"": 0, ""customer_risk_rating"": ""Low"", ""customer_risk_rating_points"": 0.0, ""customer_tenure_days"": 1366.0, ""kyc_points"": 0.0, ""kyc_status"": ""Verified"", ""onboarding_recency_points"": 0.0, ""pep_flag"": false, ""pep_points"": 0.0, ""sanctions_points"": 0.0, ""sanctions_screening_status"": ""Clear"", ""watchlist_points"": 0.0}"
CUST-000004,transaction_behaviour,"{""cross_border_ratio"": 0.7941176470588235, ""cross_border_ratio_points"": 14.8897, ""cross_border_ratio_threshold"": 0.8, ""failed_transaction_ratio"": 0.088235294117647, ""failed_transaction_ratio_points"": 8.8235, ""failed_transaction_ratio_threshold"": 0.1, ""maximum_transaction_amount"": 954.15, ""maximum_transaction_amount_points"": 20.0, ""maximum_transaction_amount_threshold"": 500.0, ""maximum_transaction_velocity"": 1.036524096354688, ""maximum_transaction_velocity_points"": 2.5913, ""maximum_transaction_velocity_threshold"": 2.0, ""new_device_transaction_count"": 4.0, ""new_device_transaction_count_points"": 5.0, ""new_device_transaction_count_threshold"": 4.0, ""night_transaction_ratio"": 0.3235294117647059, ""night_transaction_ratio_points"": 5.0, ""night_transaction_ratio_threshold"": 0.3, ""total_transaction_amount"": 2009.26, ""total_transaction_amount_points"": 6.0278, ""total_transaction_amount_threshold"": 5000.0, ""total_transaction_count"": 34.0, ""total_transaction_count_points"": 12.75, ""total_transaction_count_threshold"": 40.0, ""unique_merchant_country_count"": 12.0, ""unique_merchant_country_count_points"": 10.0, ""unique_merchant_country_count_threshold"": 10.0}",85.0823,0.2,17.0165,100.0,maximum_transaction_amount reached 954.15 against 500.00; night_transaction_ratio reached 0.32 against 0.30; unique_merchant_country_count reached 12.00 against 10.00,"{""cross_border_ratio"": 0.7941176470588235, ""cross_border_ratio_points"": 14.8897, ""cross_border_ratio_threshold"": 0.8, ""failed_transaction_ratio"": 0.088235294117647, ""failed_transaction_ratio_points"": 8.8235, ""failed_transaction_ratio_threshold"": 0.1, ""maximum_transaction_amount"": 954.15, ""maximum_transaction_amount_points"": 20.0, ""maximum_transaction_amount_threshold"": 500.0, ""maximum_transaction_velocity"": 1.036524096354688, ""maximum_transaction_velocity_points"": 2.5913, ""maximum_transaction_velocity_threshold"": 2.0, ""new_device_transaction_count"": 4.0, ""new_device_transaction_count_points"": 5.0, ""new_device_transaction_count_threshold"": 4.0, ""night_transaction_ratio"": 0.3235294117647059, ""night_transaction_ratio_points"": 5.0, ""night_transaction_ratio_threshold"": 0.3, ""total_transaction_amount"": 2009.26, ""total_transaction_amount_points"": 6.0278, ""total_transaction_amount_threshold"": 5000.0, ""total_transaction_count"": 34.0, ""total_transaction_count_points"": 12.75, ""total_transaction_count_threshold"": 40.0, ""unique_merchant_country_count"": 12.0, ""unique_merchant_country_count_points"": 10.0, ""unique_merchant_country_count_threshold"": 10.0}"
